ID	SAMPLE
sample_586	1197.SE.20100928.GY.NF008.BC.093.a
sample_587	1773.Rhamp.carbo3.ugi
sample_588	1453.45796SDZ4.F5.Pnem.jeju
sample_589	1453.44923SDZ3.C6.Pnem.stom
sample_590	1883.2011.491.Crump.Artic.LTREB.main.lane4.NoIndex
sample_591	1632.E1F07.r.EMPbird.v4.NoIndex.L001
sample_592	809.PLRP13.35
sample_593	1622.DP.41.42A.1
sample_594	1198.SWE09.KBA2.SS4.5
sample_595	2382.SH004.C1.RH.2.607.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_596	1883.2002.042.Crump.Artic.LTREB.main.lane1.NoIndex
sample_597	1883.2011.112.Crump.Artic.LTREB.main.lane3.NoIndex
sample_598	2382.SH007.C6.RH.5.724.leav.9.12.lane8.NoIndex.L008.sequences
sample_599	804.H08.080105.Bio5slurpB1.0428.4.1
sample_600	804.3872.1530A
sample_601	662.M2
sample_602	550.L5S224.s.5.sequence
sample_603	776.SC.C.T1C
sample_604	910.CuracaoCCA4B
sample_605	1673.MBS119.4D
sample_606	2300.BB.03.colon
sample_607	804.H03.072705.R0631
sample_608	1521.Chi.2.s.8.1.sequences
sample_609	963.Iguana.14.053010.BCO.vial.190
sample_610	910.AcrLT4
sample_611	1521.MZ.59b.s.8.1.sequences
sample_612	804.3869.1443E
sample_613	1747.907019.exhibit.dirt.plant
sample_614	1883.2007.092.Crump.Artic.LTREB.main.lane1.NoIndex
sample_615	1747.DZF.672012.KK.fecal
sample_616	2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_617	1240.1101TCDNA
sample_618	2229.S1.N33.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_619	1521.SPL.Sum.9.s.8.1.sequences
sample_620	1627.LMC
sample_621	1774.305.Skin.Puer
sample_622	1453.45300SDZ3.E4.Pnem.stom
sample_623	1240.2906TCDNA
sample_624	1747.slasher.31.101112
sample_625	662.M5a
sample_626	1883.2007.379.Crump.Artic.LTREB.main.lane2.NoIndex
sample_627	722.NP2.1.s.1.1.sequence
sample_628	933.T.1.3.S.E.1
sample_629	2382.SH005.C3.RH.2.659.leav.9.12.lane8.NoIndex.L008.sequences
sample_630	2382.RU006.C181.RH.2.785.gp.9.12.lane8.NoIndex.L008.sequences
sample_631	933.T.1.1.H.E.3
sample_632	1064.G.CV73
sample_633	1521.MZ.54a.s.8.1.sequences
sample_634	550.L6S231.s.6.sequence
sample_635	2382.SH004.C1.RH.5.625.gp.9.12.lane8.NoIndex.L008.sequences
sample_636	1747.DZF.612012.C.water
sample_637	2229.S1.N2.5.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_638	1773.Columb.passer1.ugi
sample_639	1521.SPL.Wint.9.s.8.1.sequences
sample_640	1453.44568SDZ5.D3.Pnem.ileum
sample_641	1673.MBS119.4DY
sample_642	1622.UPMain.128.129B
sample_643	889.25May.3
sample_644	2229.W1.T33.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_645	807.C.F.10.a
sample_646	1773.Salt.max3.ugi
sample_647	722.M31Tong.6.s.7.1.sequence
sample_648	2338.0628.13.M
sample_649	662.M33
sample_650	1747.992319.skin
sample_651	1035.UQ405
sample_652	1627.AWC
sample_653	1642.MS00323
sample_654	2382.MU002.C3.HA.4.76.r1.leav.6.11.lane8.NoIndex.L008.sequences
sample_655	861.H4.mar09
sample_656	1642.MS00420
sample_657	1747.v.indicus.58.oral
sample_658	2382.SH005.C3.RH.1.655.gp.9.12.lane8.NoIndex.L008.sequences
sample_659	1696.FTA.A.24a
sample_660	1622.PP.71.72B
sample_661	940.P.01.Fecal
sample_662	933.T.3.2.H.E.5
sample_663	1748.5.15.12.FI.13.D
sample_664	1197.SE.20101001.GY.ALTNF001.BC.139
sample_665	1197.SE.20101008.GY.LBNL11.BC.186
sample_666	550.L2S164.s.2.sequence
sample_667	807.W.S.12.a
sample_668	804.LS11.129
sample_669	910.CuracaoTurf1B
sample_670	1041.S019.5
sample_671	1642.MS00531
sample_672	2192.H01a.Nose.327.lane6.NoIndex.L006
sample_673	2382.GM.181.R2.leav.10.12.lane8.NoIndex.L008.sequences
sample_674	1736.Y2b.0911
sample_675	2192.H07b.Kitchen.Floor.4058.lane2.NoIndex.L002
sample_676	1716.McG.PAPrS02
sample_677	1747.200080.92812.skin
sample_678	1235.sp1031
sample_679	807.BG.F.11.a
sample_680	805.pH.5.5.year.2006
sample_681	2382.RU006.C181.RH.3.790.gp.9.12.lane8.NoIndex.L008.sequences
sample_682	1627.ZCCK1
sample_683	722.M31Tong.1.s.1.1.sequence
sample_684	1747.DZF.6132012.TJ.holding.floor
sample_685	2229.T.L.B.3.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_686	910.CuracaoCCA1C
sample_687	1748.5.15.12.FI.20.V
sample_688	1748.5.18.12.R.8.D
sample_689	910.CuracaoTurf4A
sample_690	1521.MZ.52a.s.8.1.sequences
sample_691	662.M31
sample_692	1883.2007.368.Crump.Artic.LTREB.main.lane2.NoIndex
sample_693	1642.MS00321
sample_694	723.IC1.S3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence
sample_695	945.P3.A9.lane2.NoIndex.L002
sample_696	804.3881.1228.1
sample_697	990.KA3U.E.18
sample_698	1064.H.CV214
sample_699	804.LS11.69
sample_700	1580.TtA.sed.D1
sample_701	1453.45661SDZ2.G6.Pnem.jeju
sample_702	889.25May.1
sample_703	2192.H07a.Nose.3681.lane6.NoIndex.L006
sample_704	722.M31Plmr.2.s.2.1.sequence
sample_705	1774.165.Inte.Puer
sample_706	550.L6S269.s.6.sequence
sample_707	1453.54379SDZ1.G5.Tcris.feces
sample_708	2192.H04a.Nose.1857.lane6.NoIndex.L006
sample_709	1064.G.CV286
sample_710	2192.H07b.Nose.3873.lane1.NoIndex.L001
sample_711	804.H06.073005.R0316
sample_712	1642.MS00471
sample_713	1580.P20.B.filt.
sample_714	804.H08.073105.R2238
sample_715	1883.2010.224.Crump.Artic.LTREB.main.lane3.NoIndex
sample_716	550.L4S183.s.4.sequence
sample_717	1774.357.Inte.Puer
sample_718	1883.2007.279.Crump.Artic.LTREB.main.lane2.NoIndex
sample_719	1580.1CA.sed.D1
sample_720	1521.MZ.93b.s.8.1.sequences
sample_721	940.CR.07.Ventral
sample_722	1064.G.CV333
sample_723	722.SLEpi20M.4.s.4.1.sequence
sample_724	2382.SH004.C1.RH.4.620.gp.9.12.lane8.NoIndex.L008.sequences
sample_725	895.Puhimau.mat.2
sample_726	1001.SKD3
sample_727	2229.W2.N3.4.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_728	2382.MU002.C3.HA.5.699.leav.9.12.lane8.NoIndex.L008.sequences
sample_729	910.AcrHS
sample_730	1883.2011.532.Crump.Artic.LTREB.main.lane4.NoIndex
sample_731	1883.2011.536.Crump.Artic.LTREB.main.lane3.NoIndex
sample_732	1235.sp1304
sample_733	804.3651.1231
sample_734	1673.MBS119.3DY
sample_735	550.L1S116.s.1.sequence
sample_736	807.C.F.10.b
sample_737	1622.UPSub.80.81
sample_738	2382.DPOO1.C1.HA.3.32.r1.leav.6.11.lane8.NoIndex.L008.sequences
sample_739	1774.61Vaginal24.10.09
sample_740	662.M30
sample_741	894.YY974.lane5.NoIndex.L005
sample_742	2382.SH007.C6.RH.4.719.leav.9.12.lane8.NoIndex.L008.sequences
sample_743	1056.Pro.cri.Cinci.2
sample_744	1521.Det.W7.s.8.1.sequences
sample_745	2382.DPOO1.C1.HA.1.630.gp.9.12.lane8.NoIndex.L008.sequences
sample_746	809.PLRP14.150
sample_747	723.C11.0m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence
sample_748	1748.5.18.12.R.10.V
sample_749	550.L2S303.s.2.sequence
sample_750	895.Puhimau.mat.3
sample_751	1632.E5H06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences
sample_752	662.M5b
sample_753	2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences
sample_754	1774.314.Vagi.Puer
sample_755	1198.SWE07.KBA2.SS2.5
sample_756	1773.Columb.talpa6.crop
sample_757	1747.DZF.612012.C.window
sample_758	550.L1S164.s.1.sequence
sample_759	2382.DPOO1.C1.HA.5.649.leav.9.12.lane8.NoIndex.L008.sequences
sample_760	1773.Salt.max2.ugi
sample_761	1627.DC
sample_762	1031.HJDF.1
sample_763	905.SA.Station.3.t0
sample_764	1621.V8827
sample_765	804.3872.1530B
sample_766	662.M1
sample_767	722.TRRsed3.2.s.2.1.sequence
sample_768	1773.Rhamp.carbo2.ugi
sample_769	1064.W.CV123
sample_770	910.CuracaoTurf1C
sample_771	1064.G.CJV231
sample_772	804.LS11.128
sample_773	804.H08.080105.Bio5slurpB1.0428.3.1
sample_774	2382.SH007.C6.RH.1.702.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_775	925.IM5x
sample_776	910.CuracaoCCA4A
sample_777	1064.H.CJV195
sample_778	1453.48000SDZ3.H8.Cang.colon
sample_779	1622.UPMain.10.11A
sample_780	2382.GM.181.R5.leav.10.12.lane8.NoIndex.L008.sequences
sample_781	1521.EB044.s.6.1.sequences
sample_782	1064.G.CV318
sample_783	2382.MU002.C3.HA.4.695.gp.9.12.lane8.NoIndex.L008.sequences
sample_784	910.CuracaoCCA1B
sample_785	1521.MZ.67b.s.8.1.sequences
sample_786	861.U70.jul09
sample_787	1747.DZF.6202012.RJ.metal.entry.door
sample_788	1883.2010.21.Crump.Artic.LTREB.main.lane3.NoIndex
sample_789	2382.SH005.C3.RH.3.664.leav.9.12.lane8.NoIndex.L008.sequences
sample_790	550.L2S103.s.2.sequence
sample_791	808.AK.19.15a.s.4.1.sequences
sample_792	864.13.CON.addV.noG.noW.lane2.NoIndex
sample_793	1883.2011.297.Crump.Artic.LTREB.main.lane4.NoIndex
sample_794	1521.Cle.W1.s.8.1.sequences
sample_795	1521.MZ.88b.s.8.1.sequences
sample_796	1696.X.C.0
sample_797	1642.MS00151
sample_798	1001.SKD7
sample_799	1453.44923SDZ3.A2.Pnem.stom
sample_800	1642.MS00475
sample_801	2382.HE003.C181.HA.4.769.leav.9.12.lane8.NoIndex.L008.sequences
sample_802	940.CR.18.Fecal
sample_803	861.X10.mar09
sample_804	1642.MS00593
sample_805	2229.W1.N3.4.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_806	1747.L00376.81812.drool1
sample_807	722.NP5.4.s.4.1.sequence
sample_808	722.AQC7cm.3.s.3.1.sequence
sample_809	1235.sp1402
sample_810	804.3876.1219
sample_811	2192.H06b.Kitchen.Light.Switch.3267.lane2.NoIndex.L002
sample_812	2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences
sample_813	2192.H01a.Hand.79.lane1.NoIndex.L001
sample_814	1288.HKE04July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence
sample_815	804.Julie.8
sample_816	1622.UPMain.99.100
sample_817	1773.Rhamp.carbo1.ugi
sample_818	933.N.2.1.S.E.3
sample_819	1883.2011.545.Crump.Artic.LTREB.main.lane3.NoIndex
sample_820	1036.A.Ac.2.2.s.4.1.sequences.r
sample_821	1642.MS00325
sample_822	722.CC1.7.s.8.1.sequence
sample_823	1064.G.CV26
sample_824	662.M35
sample_825	2382.MU002.C3.HA.4.295.r1.gp.9.11.lane8.NoIndex.L008.sequences
sample_826	678.OA.mesocosm.410
sample_827	722.M11Plmr.5.s.6.1.sequence
sample_828	1064.H.CV303
sample_829	2382.SH008.C6.HA.1.730.gp.9.12.lane8.NoIndex.L008.sequences
sample_830	722.TRRsed3.7.s.8.1.sequence
sample_831	933.T.2.2.S.E.2
sample_832	1711.KAJ3.1
sample_833	1521.Sample21.s.7.1.sequences
sample_834	1622.UPMain.106.107A
sample_835	1716.McG.PAPrS06
sample_836	722.F11Plmr.3.s.3.1.sequence
sample_837	722.TRRsed1.6.s.7.1.sequence
sample_838	1642.MS00535
sample_839	755.EFB.18.10.11.lane1.NoIndex.L001
sample_840	807.B.S.12.a
sample_841	1632.E3F11.r.EMPbird.v4.NoIndex.L001
sample_842	1622.UPSub.28.29
sample_843	1883.2007.109.Crump.Artic.LTREB.main.lane2.NoIndex
sample_844	1773.Thraupis.gauco2
sample_845	807.S.F.11.b
sample_846	1665.JMA2012AUG20.01
sample_847	940.RD.Water
sample_848	1041.S008.10m.off.bottom
sample_849	662.M4
sample_850	550.L6S186.s.6.sequence
sample_851	1773.Zono.capensis1.lgi
sample_852	1748.BALNK8
sample_853	1043.Hopland.20C.Wood.TP1.02
sample_854	2192.H05b.Nose.2628.lane5.NoIndex.L005
sample_855	910.AcrLT2
sample_856	1521.Sample294.s.7.1.sequences
sample_857	1579.M.3.0
sample_858	1747.200197.fecal
sample_859	905.SA.Station.7.tF
sample_860	1521.Mayv.W5.s.8.1.sequences
sample_861	1240.0109T
sample_862	804.3871.1241
sample_863	1747.DZF.6252012.A.metal.wall
sample_864	1453.54374SDZ1.F2.Tcris.feces
sample_865	722.M11Fcsw.7.s.8.1.sequence
sample_866	2080.S39D5329
sample_867	2192.H01a.Bathroom.Door.Knob.102.lane1.NoIndex.L001
sample_868	1883.2007.21.Crump.Artic.LTREB.main.lane2.NoIndex
sample_869	638.RMK.ENR.34.2
sample_870	1240.1305B
sample_871	722.M11Plmr.4.s.4.1.sequence
sample_872	1773.Columb.passer4.gizz
sample_873	1064.H.CV302
sample_874	1773.Zono.capensis2.gizz
sample_875	925.ID5y
sample_876	910.AcrLT3
sample_877	1521.92.W.s.6.1.sequences
sample_878	1642.MS00567
sample_879	1521.MZ.15b.s.8.1.sequences
sample_880	1039.I.Fundao.HB
sample_881	2192.H04a.Front.Door.Knob.2045.lane2.NoIndex.L002
sample_882	1773.Chirox.lance3.gizz
sample_883	2382.SH008.C6.HA.3.739.leav.9.12.lane8.NoIndex.L008.sequences
sample_884	1774.227.Oral.Puer
sample_885	963.Iguana.50.060910.HPT.vial.207
sample_886	2382.HE003.C181.HA.5.772.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_887	1642.MS00592
sample_888	1453.45661SDZ2.G7.Pnem.feces
sample_889	925.IE4z
sample_890	1747.DZF.6132012.TJ.sunken.tree.stump
sample_891	864.2.OTC.addV.noG.noW.lane2.NoIndex
sample_892	940.CR.Water
sample_893	1774.16.Inte.Puer
sample_894	1001.SKD6
sample_895	2382.SH007.C6.RH.4.95.root.6.11.lane1.NoIndex.L001.sequences
sample_896	1453.54374SDZ1.E8.Tcris.cecum
sample_897	722.M31Plmr.7.s.8.1.sequence
sample_898	1064.H.CV242
sample_899	963.Iguana.A1.2.042011.LAB.vial.307
sample_900	662.M34
sample_901	2192.H03a.Foot.1406.lane6.NoIndex.L006
sample_902	1747.DZF.652012.C.drool
sample_903	1747.c.v.v.2011008.body
sample_904	1453.45187SDZ5.C1.Tfran.stom
sample_905	1039.L.Jacarepia.SA
sample_906	861.X70.jul09
sample_907	1043.Tabonuco.20C.BC.TP1.03
sample_908	1642.MS00324
sample_909	925.SJ1y
sample_910	807.C.S.11.a
sample_911	933.N.2.1.S.E.2
sample_912	1198.ARG06.ORi08.InfralitoralC
sample_913	804.Julie.9
sample_914	1064.G.CV283
sample_915	2192.H05b.Hand.2866.lane5.NoIndex.L005
sample_916	722.NP5.5.s.6.1.sequence
sample_917	2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences
sample_918	945.P9.C9.lane3.NoIndex.L003
sample_919	1039.P.Abraao.HA
sample_920	861.C18.jul09
sample_921	889.25May.4
sample_922	1031.HJDF2
sample_923	1883.2011.501.Crump.Artic.LTREB.main.lane4.NoIndex
sample_924	933.T.3.2.H.E.2
sample_925	638.ELB18.111810.2
sample_926	1883.2011.493.Crump.Artic.LTREB.main.lane4.NoIndex
sample_927	1198.SWE21.KBB2.SS1.5
sample_928	807.S.F.11.a
sample_929	1064.W.CV125
sample_930	2192.H07b.Front.Door.Knob.4133.lane6.NoIndex.L006
sample_931	662.M7
sample_932	1665.flipper.tag.44
sample_933	1621.C8810
sample_934	2192.H04a.Dog.Nose.1941.lane6.NoIndex.L006
sample_935	2382.SH005.C3.RH.5.674.leav.9.12.lane8.NoIndex.L008.sequences
sample_936	1037.IDF1.REF.ORG
sample_937	910.AcrLT1
sample_938	804.H03.072705.R0229
sample_939	1694.St3H11.Pmoss.Jstar.16s.NoIndex.sequences
sample_940	550.L2S377.s.2.sequence
sample_941	2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences
sample_942	2229.S1.N3.4.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_943	1883.2011.54.Crump.Artic.LTREB.main.lane3.NoIndex
sample_944	933.T.2.2.H.P.4
sample_945	1632.E2B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences
sample_946	1773.Columb.passer2.ugi
sample_947	809.PLRP9.146
sample_948	1774.48Oral23.10.09
sample_949	1747.DZF.612012.RJ.soil
sample_950	1064.H.CV213
sample_951	1642.MS00602
sample_952	1521.Det.W6.s.8.1.sequences
sample_953	804.3876.1104
sample_954	804.3869.1404
sample_955	2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences
sample_956	804.H02.072605.R0621
sample_957	1747.DZF.6202012.RJ.metal.door.on.N.side
sample_958	1747.ocher.23292.oral
sample_959	2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences
sample_960	925.IN3y
sample_961	1521.MZ.82b.s.8.1.sequences
sample_962	1773.Columb.passer9
sample_963	2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences
sample_964	1453.46834SDZ4.B3.Pnem.feces
sample_965	662.M36
sample_966	1642.MS00326
sample_967	2080.S39D435
sample_968	2382.SH004.C1.RH.3.215.r1.gp.9.11.lane8.NoIndex.L008.sequences
sample_969	638.RMK.ENR.11.2
sample_970	1521.Cle.1.s.8.1.sequences
sample_971	722.F11Tong.4.s.4.1.sequence
sample_972	1041.S114.150
sample_973	1033.Antarctic.soil.4C.6.4
sample_974	2382.SH005.C3.RH.4.268.root.9.11.lane1.NoIndex.L001.sequences
sample_975	2229.W2.N32.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_976	1696.X.D.0
sample_977	2229.W2.T33.PS5.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_978	1453.45300SDZ4.D5.Pnem.stom
sample_979	2382.SH007.C6.RH.2.709.leav.9.12.lane8.NoIndex.L008.sequences
sample_980	1039.L.Vermelha.HC
sample_981	1642.MS00327
sample_982	1773.Thraupis.gauco1.gizz
sample_983	1521.C1.s.8.1.sequences
sample_984	1039.L.Jacarepia.SB
sample_985	662.M37
sample_986	1642.MS00424
sample_987	1580.BBA.number2.filt.
sample_988	1035.UQ302
sample_989	807.C.S.11.b
sample_990	678.OA.mesocosm.438
sample_991	723.C7.5m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence
sample_992	1627.RBC
sample_993	1521.MZ.26a.s.8.1.sequences
sample_994	2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences
sample_995	804.H03.072605.R2252
sample_996	1773.Zono.capensis1.ugi
sample_997	1242.ME17Apr02EB1R1
sample_998	1453.54323SDZ1.D4.Cguer.stom
sample_999	2382.MU002.C3.HA.3.689.leav.9.12.lane8.NoIndex.L008.sequences
sample_1000	550.L4S161.s.4.sequence
sample_1001	1642.MS00591
sample_1002	894.OS604.lane3.NoIndex.L003
sample_1003	1747.DZF.6202012.RJ.plant
sample_1004	2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences
sample_1005	1773.Salt.max1.lgi
sample_1006	933.N.3.1.H.E.2
sample_1007	659.NZFACE.R1.Browntop
sample_1008	1747.DZF.6252012.A.log
sample_1009	1883.2006.027.Crump.Artic.LTREB.main.lane1.NoIndex
sample_1010	722.F11Tong.5.s.6.1.sequence
sample_1011	933.T.1.3.S.E.5
sample_1012	1773.Columb.passer2.crop
sample_1013	722.NP3.4.s.4.1.sequence
sample_1014	933.W.2.2.H.E.3
sample_1015	1632.E5E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences
sample_1016	1580.WPC.filt.
sample_1017	662.M6
sample_1018	1883.2011.531.Crump.Artic.LTREB.main.lane4.NoIndex
sample_1019	2382.MU002.C3.HA.5.700.gp.9.12.lane8.NoIndex.L008.sequences
sample_1020	1453.44568SDZ5.C7.Pnem.jeju
sample_1021	1521.MZ.101b.s.8.1.sequences
sample_1022	1521.34.W.s.6.1.sequences
sample_1023	1526.Stillton3R1
sample_1024	2192.H05b.Kitchen.Floor.2858.lane1.NoIndex.L001
sample_1025	925.IH2x
sample_1026	722.TRRsed2.3.s.3.1.sequence
sample_1027	1580.WPA.sed.D1
sample_1028	1747.DZF.6132012.TJ.door
sample_1029	755.LAB.IN.22.07.11.lane1.NoIndex.L001
sample_1030	1453.46834SDZ4.D2.Pnem.colon
sample_1031	1883.2011.544.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1032	1774.459.Skin.Puer
sample_1033	804.3651.0938
sample_1034	958.N.24
sample_1035	1235.sp0195
sample_1036	809.PLRP4.35
sample_1037	1521.SPL.Sp.25.s.8.1.sequences
sample_1038	933.W.3.1.H.E.1
sample_1039	1453.54379SDZ1.G3.Tcris.stom
sample_1040	933.T.2.3.S.E.3
sample_1041	958.O.22
sample_1042	1064.G.CV93
sample_1043	1883.2007.101.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1044	1580.BBB.number1.filt.
sample_1045	2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006
sample_1046	1064.G.CV264
sample_1047	1665.JMA2012AUG17.03
sample_1048	2192.H05b.Kitchen.Light.Switch.2811.lane6.NoIndex.L006
sample_1049	1715.McG.NN1
sample_1050	1521.MZ.62b.s.8.1.sequences
sample_1051	722.M31Fcsw.7.s.8.1.sequence
sample_1052	889.26May.1
sample_1053	1043.Hopland.14C.Control.TP1.03
sample_1054	1774.257.Skin.Puer
sample_1055	1747.rinca.51.101212
sample_1056	1627.AYC
sample_1057	1642.MS00638
sample_1058	1642.MS00526
sample_1059	1774.20BI22.10.09
sample_1060	1622.UPMain.88.89
sample_1061	722.M31Plmr.4.s.4.1.sequence
sample_1062	1222.B5.5.9.06
sample_1063	1721.BMC.8.5T.2.1
sample_1064	804.Julie.10
sample_1065	2229.MT.L.B.HE.st2.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1066	1242.ME22Jun05EB2R2
sample_1067	1453.45661SDZ2.F1.Pnem.stom
sample_1068	1734.LD.Glosor1
sample_1069	1240.1208TCDNA
sample_1070	1883.2007.243.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1071	990.KA3F.D.18
sample_1072	1883.2007.111.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1073	1521.MZ.22b.blank.s.8.1.sequences
sample_1074	933.N.3.2.S.E.3
sample_1075	662.M26
sample_1076	1240.1503TCDNA
sample_1077	722.TS29.5.s.6.1.sequence
sample_1078	662.C2
sample_1079	2382.SH007.C6.RH.2.506.bulk.4.12.lane7.NoIndex.L007.sequences
sample_1080	958.O.08
sample_1081	2300.BB.4087.anus
sample_1082	905.PLO6.t0D
sample_1083	1521.Aphid31.s.7.1.sequences
sample_1084	2382.SH007.C6.RH.5.725.gp.9.12.lane8.NoIndex.L008.sequences
sample_1085	1289.KH31
sample_1086	2382.SH004.C1.RH.2.609.leav.9.12.lane8.NoIndex.L008.sequences
sample_1087	1521.MZ.41b.s.8.1.sequences
sample_1088	1064.H.CJV176
sample_1089	1883.2007.352.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1090	722.M11Plmr.7.s.8.1.sequence
sample_1091	638.ELB6.111810.2
sample_1092	1642.MS00466
sample_1093	722.TRRsed3.5.s.6.1.sequence
sample_1094	1642.MS00580
sample_1095	1521.Aphid43.s.7.1.sequences
sample_1096	2229.B.I.chem.HE.juv1.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1097	1453.46834SDZ4.B7.Pnem.stom
sample_1098	662.M27
sample_1099	1064.W.CV253
sample_1100	1747.DZF.6272012.KK.metal.wall
sample_1101	1235.sp1529
sample_1102	861.C13.5.jul09
sample_1103	1001.SKM9
sample_1104	809.PLRP18.10
sample_1105	723.IC3.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence
sample_1106	804.Julie.11
sample_1107	1883.2007.362.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1108	910.CuracaoHypoxia1
sample_1109	722.TRRsed3.4.s.4.1.sequence
sample_1110	1673.MBS65.3
sample_1111	1642.MS00581
sample_1112	933.N.2.2.H.E.1
sample_1113	2382.RU006.C181.RH.1.777.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_1114	804.H05.072905.R0347
sample_1115	1774.497.Skin.Puer
sample_1116	1883.2008.147.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1117	1622.PP.91.92A
sample_1118	804.3869.1446
sample_1119	2382.MU002.C3.HA.2.684.leav.9.12.lane8.NoIndex.L008.sequences
sample_1120	940.RD.21.Ventral
sample_1121	1034.CHF7
sample_1122	1627.LBC1
sample_1123	1747.DZF.6132012.TJ.exhibit.glass
sample_1124	945.P2.C11.lane2.NoIndex.L002
sample_1125	958.O.09
sample_1126	1642.MS00640
sample_1127	1064.G.CV325
sample_1128	2229.S2.N1.4.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1129	1774.67Oral24.10.09
sample_1130	2192.H04a.Bathroom.Door.Knob.2046.lane2.NoIndex.L002
sample_1131	1642.MS00391
sample_1132	958.O.23
sample_1133	1521.MZ.103a.s.8.1.sequences
sample_1134	1521.MZ.74a.s.8.1.sequences
sample_1135	1773.Columb.talpa5.crop
sample_1136	1064.G.CV236
sample_1137	722.CC1.4.s.4.1.sequence
sample_1138	2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences
sample_1139	1747.DZF.6132012.TJ.log
sample_1140	2229.B.I.chem.HE.juv3.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1141	2192.H06b.Kitchen.Counter.3169.lane5.NoIndex.L005
sample_1142	1747.DZF.6252012.A.water.bowl
sample_1143	1039.L.Jacarepia.SB.1.6
sample_1144	755.SSFB.L1.D1.10.05.11.lane1.NoIndex.L001
sample_1145	1579.J.2.15
sample_1146	1642.MS00639
sample_1147	1039.P.Massambaba.HA
sample_1148	1064.W.CV279
sample_1149	1747.DZF.6202012.RJ.front.ledge
sample_1150	1453.45560SDZ2.B8.Pnem.stom
sample_1151	550.L5S258.s.5.sequence
sample_1152	2182.CPZF2C
sample_1153	1041.S008.200
sample_1154	1773.Rhamp.carbo2.gizz
sample_1155	2229.W1.T33.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1156	2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences
sample_1157	1064.G.CV327
sample_1158	662.C1
sample_1159	1288.TBH01Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence
sample_1160	1883.2008.127.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1161	722.M31Tong.3.s.3.1.sequence
sample_1162	1774.53Fecal23.10.09
sample_1163	1038.HR1
sample_1164	2338.0628.3.M
sample_1165	910.CuracaoHypoxia3
sample_1166	963.Iguana.49.060910.HPT.vial.226
sample_1167	2382.SH008.C6.HA.3.740.gp.9.12.lane8.NoIndex.L008.sequences
sample_1168	1673.MBS65.1
